hidden_size,activation,num_iterations,run,forward_mse,inverse_mse,roundtrip_mse,final_loss,runtime_seconds
1,tanhshrink,1,1,0.17375518381595612,0.0031905993819236755,61.068939208984375,0.1604000092484057,2.991056203842163
1,tanhshrink,1,2,0.16720062494277954,0.002400023862719536,12.039555549621582,0.16121469531208277,2.9666779041290283
1,tanhshrink,1,3,0.16662490367889404,0.003988142590969801,11.5869722366333,0.1627536159940064,3.0479612350463867
1,tanhshrink,2,1,0.1990945190191269,0.07994508743286133,0.5493586659431458,0.6616638582199812,3.769873857498169
1,tanhshrink,2,2,0.1614038497209549,0.045867037028074265,2.566723585128784,0.5338713983073831,3.7527012825012207
1,tanhshrink,2,3,0.20990683138370514,0.07100760191679001,0.5731409788131714,0.6904062870889902,3.7608959674835205
1,tanhshrink,3,1,0.29978492856025696,0.20266340672969818,4.890314102172852,1.872477825731039,4.406388282775879
1,tanhshrink,3,2,0.4598309099674225,0.2390011101961136,1.4181876182556152,2.7727050185203552,4.411414623260498
1,tanhshrink,3,3,0.2625596523284912,0.1651744693517685,1.1564351320266724,1.8267256580293179,4.389834403991699
1,tanhshrink,4,1,0.2865248918533325,0.20781205594539642,1.4394313097000122,3.4525305330753326,4.9999306201934814
1,tanhshrink,4,2,0.5092027187347412,0.3858771026134491,2.8080739974975586,4.97514508664608,4.952539443969727
1,tanhshrink,4,3,0.4470757246017456,0.4210081398487091,2.0440900325775146,4.623565293848515,4.909807443618774
1,tanhshrink,5,1,0.4979223310947418,0.2609775960445404,2.7761595249176025,7.389930367469788,5.495652198791504
1,tanhshrink,5,2,1.000381350517273,0.7628543376922607,209.33599853515625,11.464890509843826,5.463515281677246
1,tanhshrink,5,3,2.2065343856811523,0.9398612976074219,3.948942184448242,25.988519191741943,5.449801206588745
1,tanh,1,1,0.15473970770835876,0.002707334468141198,16.640445709228516,0.16099602356553078,2.963726043701172
1,tanh,1,2,0.15920452773571014,0.003948624711483717,7.025503635406494,0.15795416780747473,2.9407918453216553
1,tanh,1,3,0.1563010811805725,0.0031371871009469032,64.35706329345703,0.1677229586057365,2.9353320598602295
1,tanh,2,1,0.4802343547344208,0.47750505805015564,1.0382646322250366,2.5520386062562466,3.5797836780548096
1,tanh,2,2,0.3574630916118622,0.10038802772760391,0.6976951956748962,2.3204430863261223,3.578526735305786
