hidden_size,activation,num_iterations,run,forward_mse,inverse_mse,roundtrip_mse,final_loss,runtime_seconds
1,tanhshrink,1,1,0.14954720437526703,0.002663686638697982,23.8768310546875,0.1600962276570499,3.110206365585327
1,tanhshrink,1,2,0.15398511290550232,0.002652163617312908,29.509023666381836,0.16231438098475337,3.1319892406463623
1,tanhshrink,1,3,0.1444847583770752,0.004215984605252743,19.10089111328125,0.16221749456599355,3.1289775371551514
1,tanhshrink,3,1,0.2818804681301117,0.19303643703460693,3.044689416885376,1.8713161312043667,4.513939380645752
1,tanhshrink,3,2,0.3585834503173828,0.32303938269615173,7.389268398284912,2.9865340292453766,4.495968580245972
1,tanhshrink,3,3,0.3226783871650696,0.20862120389938354,3.633262872695923,2.2317893989384174,4.487871408462524
1,tanhshrink,5,1,0.8168337941169739,0.6992454528808594,3.8806276321411133,10.927797079086304,5.650085210800171
1,tanhshrink,5,2,0.7831266522407532,0.658447265625,3.1160290241241455,11.237846791744232,5.599432945251465
1,tanhshrink,5,3,0.2991953492164612,0.2732320725917816,3.6770594120025635,4.997047647833824,5.592670679092407
1,tanhshrink,7,1,1.419881820678711,1.0361328125,14.346632957458496,30.74853217601776,6.760272979736328
